Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD3508,Pune,PQR College,2nd,Robotics,Instagram
LD3509,Pune,DEF Academy,1st,Robotics,Google Form
LD3510,Delhi,XYZ University,2nd,Robotics,Instagram
LD3511,Surat,PQR College,2nd,AI,Mass-Mailing
LD3512,Surat,DEF Academy,1st,Electric Vehicle,Whatsapp
LD3513,Surat,PQR College,1st,AI,Instagram
LD3514,Delhi,XYZ University,4th,Data Science,Instagram
LD3515,Ahmedabad,XYZ University,1st,Data Science,College Collaboration
LD3516,Delhi,PQR College,1st,Robotics,LinkedIn
LD3517,Ahmedabad,ABC Institute,1st,Data Science,Whatsapp
LD3518,Surat,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD3519,Ahmedabad,PQR College,3rd,Electric Vehicle,Instagram
LD3520,Delhi,PQR College,3rd,Robotics,Google Form
LD3521,Delhi,ABC Institute,1st,AI,Mass-Mailing
LD3522,Mumbai,ABC Institute,3rd,AI,College Collaboration
LD3523,Mumbai,XYZ University,2nd,Electric Vehicle,LinkedIn
LD3524,Surat,ABC Institute,3rd,AI,Mass-Mailing
LD3525,Mumbai,PQR College,1st,Robotics,Instagram
LD3526,Delhi,PQR College,1st,Data Science,College Collaboration
LD3527,Ahmedabad,PQR College,1st,Data Science,Whatsapp
LD3528,Mumbai,DEF Academy,4th,Data Science,Whatsapp
LD3529,Pune,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD3530,Pune,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD3531,Mumbai,DEF Academy,2nd,Robotics,Whatsapp
LD3532,Delhi,ABC Institute,2nd,Robotics,Mass-Mailing
LD3533,Ahmedabad,PQR College,2nd,Data Science,Instagram
LD3534,Pune,PQR College,4th,AI,Whatsapp
LD3535,Mumbai,DEF Academy,2nd,AI,College Collaboration
LD3536,Mumbai,XYZ University,2nd,Data Science,Google Form
LD3537,Ahmedabad,DEF Academy,4th,Robotics,Instagram
LD3538,Surat,PQR College,3rd,AI,Whatsapp
LD3539,Delhi,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD3540,Surat,PQR College,2nd,Robotics,Instagram
LD3541,Pune,ABC Institute,3rd,Robotics,Instagram
LD3542,Mumbai,DEF Academy,2nd,Robotics,Whatsapp
LD3543,Delhi,ABC Institute,3rd,Data Science,LinkedIn
LD3544,Ahmedabad,DEF Academy,2nd,AI,College Collaboration
LD3545,Ahmedabad,ABC Institute,4th,Data Science,College Collaboration
LD3546,Surat,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD3547,Ahmedabad,PQR College,2nd,AI,Whatsapp
LD3548,Delhi,DEF Academy,4th,Data Science,College Collaboration
LD3549,Delhi,XYZ University,3rd,Data Science,College Collaboration
LD3550,Mumbai,XYZ University,3rd,AI,Mass-Mailing
LD3551,Ahmedabad,XYZ University,3rd,Electric Vehicle,LinkedIn
LD3552,Mumbai,PQR College,3rd,Electric Vehicle,Google Form
LD3553,Mumbai,PQR College,2nd,Data Science,Google Form
LD3554,Ahmedabad,DEF Academy,4th,AI,Instagram
LD3555,Mumbai,XYZ University,4th,Electric Vehicle,LinkedIn
LD3556,Mumbai,ABC Institute,1st,Robotics,LinkedIn
LD3557,Mumbai,ABC Institute,3rd,Data Science,Google Form
LD3558,Mumbai,PQR College,2nd,Data Science,Whatsapp
LD3559,Mumbai,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD3560,Ahmedabad,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD3561,Mumbai,ABC Institute,4th,Data Science,College Collaboration
LD3562,Ahmedabad,XYZ University,1st,Data Science,Mass-Mailing
LD3563,Mumbai,DEF Academy,3rd,AI,Google Form
LD3564,Surat,ABC Institute,4th,Robotics,College Collaboration
LD3565,Pune,ABC Institute,3rd,Electric Vehicle,Google Form
LD3566,Surat,PQR College,4th,Electric Vehicle,College Collaboration
LD3567,Delhi,ABC Institute,2nd,Data Science,College Collaboration
LD3568,Ahmedabad,ABC Institute,1st,Robotics,Mass-Mailing
LD3569,Delhi,XYZ University,2nd,Electric Vehicle,LinkedIn
LD3570,Delhi,PQR College,2nd,Robotics,Google Form
LD3571,Delhi,ABC Institute,2nd,AI,LinkedIn
LD3572,Ahmedabad,PQR College,2nd,Electric Vehicle,College Collaboration
LD3573,Mumbai,PQR College,2nd,Data Science,Instagram
LD3574,Delhi,DEF Academy,2nd,Electric Vehicle,Mass-Mailing
LD3575,Mumbai,XYZ University,3rd,Robotics,Google Form
LD3576,Pune,DEF Academy,2nd,Robotics,Instagram
LD3577,Mumbai,XYZ University,2nd,AI,Whatsapp
LD3578,Pune,PQR College,2nd,Data Science,LinkedIn
LD3579,Mumbai,DEF Academy,1st,AI,Mass-Mailing
LD3580,Mumbai,XYZ University,1st,Robotics,Instagram
LD3581,Surat,ABC Institute,2nd,Data Science,College Collaboration
LD3582,Ahmedabad,XYZ University,3rd,Data Science,Instagram
LD3583,Mumbai,ABC Institute,1st,Data Science,Mass-Mailing
LD3584,Pune,ABC Institute,3rd,AI,Google Form
LD3585,Mumbai,ABC Institute,4th,AI,LinkedIn
LD3586,Delhi,PQR College,3rd,Data Science,Instagram
LD3587,Ahmedabad,PQR College,4th,Robotics,Whatsapp
LD3588,Ahmedabad,XYZ University,4th,Robotics,LinkedIn
LD3589,Mumbai,XYZ University,3rd,Data Science,Whatsapp
LD3590,Ahmedabad,DEF Academy,1st,Robotics,Mass-Mailing
LD3591,Ahmedabad,XYZ University,4th,Data Science,College Collaboration
LD3592,Pune,ABC Institute,1st,AI,Whatsapp
LD3593,Ahmedabad,XYZ University,2nd,Robotics,Google Form
LD3594,Surat,DEF Academy,3rd,Data Science,Instagram
LD3595,Delhi,ABC Institute,2nd,AI,Instagram
LD3596,Delhi,DEF Academy,3rd,Data Science,LinkedIn
LD3597,Ahmedabad,PQR College,2nd,Electric Vehicle,Google Form
LD3598,Delhi,ABC Institute,2nd,Robotics,Google Form
LD3599,Mumbai,PQR College,4th,Data Science,LinkedIn
LD3600,Mumbai,DEF Academy,3rd,Electric Vehicle,Google Form
LD3601,Ahmedabad,XYZ University,1st,AI,College Collaboration
LD3602,Surat,ABC Institute,3rd,Data Science,Whatsapp
LD3603,Mumbai,PQR College,4th,AI,College Collaboration
LD3604,Surat,ABC Institute,3rd,AI,College Collaboration
LD3605,Mumbai,PQR College,2nd,AI,Whatsapp
LD3606,Ahmedabad,DEF Academy,1st,Robotics,Google Form
LD3607,Mumbai,PQR College,4th,AI,Google Form
LD3608,Surat,PQR College,1st,Robotics,Instagram
LD3609,Ahmedabad,DEF Academy,1st,AI,LinkedIn
LD3610,Mumbai,DEF Academy,1st,Electric Vehicle,Google Form
LD3611,Ahmedabad,PQR College,1st,Data Science,Google Form
LD3612,Mumbai,DEF Academy,4th,AI,Instagram
LD3613,Ahmedabad,DEF Academy,1st,Data Science,Whatsapp
LD3614,Mumbai,ABC Institute,3rd,AI,LinkedIn
LD3615,Delhi,PQR College,4th,AI,LinkedIn
LD3616,Pune,PQR College,1st,Data Science,College Collaboration
LD3617,Pune,XYZ University,3rd,AI,LinkedIn
LD3618,Delhi,DEF Academy,4th,Electric Vehicle,Google Form
LD3619,Pune,XYZ University,3rd,AI,College Collaboration
LD3620,Pune,XYZ University,2nd,Electric Vehicle,College Collaboration
LD3621,Mumbai,PQR College,4th,Robotics,College Collaboration
LD3622,Surat,XYZ University,4th,Robotics,Whatsapp
LD3623,Delhi,ABC Institute,3rd,Robotics,College Collaboration
LD3624,Delhi,ABC Institute,3rd,Data Science,Mass-Mailing
LD3625,Delhi,ABC Institute,2nd,Electric Vehicle,Google Form
LD3626,Delhi,DEF Academy,4th,Electric Vehicle,LinkedIn
LD3627,Surat,ABC Institute,3rd,Data Science,Mass-Mailing
LD3628,Mumbai,DEF Academy,2nd,Robotics,College Collaboration
LD3629,Delhi,XYZ University,4th,Electric Vehicle,Instagram
LD3630,Delhi,ABC Institute,3rd,Robotics,LinkedIn
LD3631,Pune,DEF Academy,1st,AI,Whatsapp
LD3632,Mumbai,XYZ University,2nd,Electric Vehicle,College Collaboration
LD3633,Surat,DEF Academy,4th,AI,LinkedIn
LD3634,Mumbai,ABC Institute,2nd,AI,LinkedIn
LD3635,Mumbai,ABC Institute,1st,Robotics,Instagram
LD3636,Surat,DEF Academy,4th,Robotics,College Collaboration
LD3637,Delhi,XYZ University,2nd,AI,LinkedIn
LD3638,Ahmedabad,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD3639,Ahmedabad,XYZ University,3rd,Electric Vehicle,LinkedIn
LD3640,Pune,ABC Institute,1st,Data Science,Instagram
LD3641,Pune,XYZ University,1st,Robotics,LinkedIn
LD3642,Ahmedabad,PQR College,3rd,AI,Whatsapp
LD3643,Ahmedabad,XYZ University,2nd,Electric Vehicle,College Collaboration
LD3644,Mumbai,ABC Institute,1st,Data Science,Google Form
LD3645,Ahmedabad,XYZ University,4th,AI,Mass-Mailing
LD3646,Mumbai,PQR College,2nd,Robotics,Instagram
LD3647,Mumbai,PQR College,2nd,Robotics,College Collaboration
LD3648,Surat,DEF Academy,2nd,AI,College Collaboration
LD3649,Surat,ABC Institute,2nd,AI,Instagram
LD3650,Delhi,PQR College,1st,Electric Vehicle,Mass-Mailing
LD3651,Mumbai,XYZ University,4th,Data Science,Google Form
LD3652,Delhi,DEF Academy,4th,Data Science,Instagram
LD3653,Pune,PQR College,4th,Robotics,Google Form
LD3654,Surat,DEF Academy,1st,Electric Vehicle,Whatsapp
LD3655,Pune,PQR College,2nd,Electric Vehicle,Google Form
LD3656,Ahmedabad,ABC Institute,2nd,Robotics,Instagram
LD3657,Ahmedabad,DEF Academy,1st,AI,Instagram
LD3658,Mumbai,XYZ University,4th,Robotics,Mass-Mailing
LD3659,Surat,PQR College,4th,Electric Vehicle,College Collaboration
LD3660,Delhi,ABC Institute,3rd,Electric Vehicle,College Collaboration
LD3661,Pune,DEF Academy,4th,Robotics,College Collaboration
LD3662,Pune,XYZ University,4th,Robotics,College Collaboration
LD3663,Mumbai,XYZ University,2nd,AI,LinkedIn
LD3664,Surat,DEF Academy,4th,Electric Vehicle,Google Form
LD3665,Delhi,XYZ University,4th,Data Science,Whatsapp
LD3666,Delhi,PQR College,2nd,AI,College Collaboration
LD3667,Surat,XYZ University,1st,Electric Vehicle,Instagram
LD3668,Ahmedabad,XYZ University,1st,Robotics,Instagram
LD3669,Pune,XYZ University,4th,Data Science,Google Form
LD3670,Delhi,DEF Academy,3rd,Data Science,Whatsapp
LD3671,Surat,XYZ University,2nd,AI,Mass-Mailing
LD3672,Surat,XYZ University,3rd,Robotics,Instagram
LD3673,Ahmedabad,DEF Academy,2nd,AI,Mass-Mailing
LD3674,Mumbai,PQR College,4th,Robotics,Mass-Mailing
LD3675,Mumbai,ABC Institute,4th,Robotics,Google Form
LD3676,Ahmedabad,XYZ University,2nd,AI,Google Form
LD3677,Pune,DEF Academy,4th,Data Science,College Collaboration
LD3678,Surat,XYZ University,2nd,Electric Vehicle,College Collaboration
LD3679,Pune,XYZ University,1st,Electric Vehicle,Instagram
LD3680,Mumbai,XYZ University,1st,Electric Vehicle,College Collaboration
LD3681,Pune,PQR College,1st,Electric Vehicle,LinkedIn
LD3682,Mumbai,DEF Academy,2nd,AI,Instagram
LD3683,Pune,XYZ University,3rd,Data Science,College Collaboration
LD3684,Ahmedabad,DEF Academy,1st,Electric Vehicle,LinkedIn
LD3685,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD3686,Surat,PQR College,2nd,AI,Instagram
LD3687,Surat,PQR College,3rd,Data Science,Mass-Mailing
LD3688,Delhi,XYZ University,4th,AI,Instagram
LD3689,Delhi,XYZ University,3rd,Robotics,LinkedIn
LD3690,Pune,DEF Academy,1st,AI,College Collaboration
LD3691,Pune,PQR College,3rd,Electric Vehicle,Whatsapp
LD3692,Ahmedabad,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD3693,Surat,PQR College,3rd,Robotics,Instagram
LD3694,Surat,PQR College,1st,Robotics,LinkedIn
LD3695,Delhi,XYZ University,1st,Electric Vehicle,Google Form
LD3696,Ahmedabad,PQR College,3rd,Robotics,Mass-Mailing
LD3697,Delhi,PQR College,2nd,Electric Vehicle,College Collaboration
LD3698,Mumbai,XYZ University,1st,AI,College Collaboration
LD3699,Ahmedabad,DEF Academy,4th,Electric Vehicle,Whatsapp
LD3700,Surat,ABC Institute,2nd,Electric Vehicle,Instagram
LD3701,Ahmedabad,PQR College,3rd,Electric Vehicle,Instagram
LD3702,Pune,ABC Institute,4th,Data Science,Mass-Mailing
LD3703,Surat,XYZ University,3rd,Robotics,Instagram
LD3704,Surat,DEF Academy,3rd,Robotics,Google Form
LD3705,Delhi,DEF Academy,2nd,Data Science,Mass-Mailing
LD3706,Mumbai,PQR College,4th,Data Science,College Collaboration
LD3707,Pune,DEF Academy,3rd,Data Science,Mass-Mailing
LD3708,Mumbai,PQR College,4th,Data Science,Instagram
LD3709,Mumbai,DEF Academy,2nd,Data Science,Mass-Mailing
LD3710,Delhi,PQR College,3rd,AI,Instagram
LD3711,Ahmedabad,PQR College,4th,Data Science,Google Form
LD3712,Mumbai,ABC Institute,4th,Robotics,Whatsapp
LD3713,Pune,ABC Institute,4th,AI,College Collaboration
LD3714,Ahmedabad,XYZ University,2nd,Robotics,College Collaboration
LD3715,Mumbai,DEF Academy,3rd,Data Science,College Collaboration
LD3716,Delhi,XYZ University,4th,AI,Google Form
LD3717,Delhi,DEF Academy,2nd,Electric Vehicle,Mass-Mailing
LD3718,Ahmedabad,XYZ University,3rd,Robotics,Whatsapp
LD3719,Mumbai,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD3720,Ahmedabad,PQR College,1st,Robotics,Instagram
LD3721,Pune,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD3722,Surat,DEF Academy,1st,AI,LinkedIn
LD3723,Delhi,ABC Institute,4th,Data Science,Mass-Mailing
LD3724,Surat,XYZ University,3rd,AI,Whatsapp
LD3725,Delhi,PQR College,3rd,AI,College Collaboration
LD3726,Ahmedabad,ABC Institute,3rd,AI,Instagram
LD3727,Mumbai,ABC Institute,3rd,AI,Whatsapp
LD3728,Mumbai,DEF Academy,1st,Electric Vehicle,Mass-Mailing
LD3729,Ahmedabad,ABC Institute,1st,Electric Vehicle,Google Form
LD3730,Surat,DEF Academy,2nd,AI,LinkedIn
LD3731,Ahmedabad,XYZ University,3rd,Robotics,Whatsapp
LD3732,Pune,ABC Institute,2nd,Robotics,College Collaboration
LD3733,Delhi,DEF Academy,1st,Robotics,Instagram
LD3734,Surat,XYZ University,2nd,AI,Whatsapp
LD3735,Surat,PQR College,2nd,Data Science,College Collaboration
LD3736,Mumbai,PQR College,1st,AI,Instagram
LD3737,Pune,ABC Institute,2nd,Data Science,Google Form
LD3738,Delhi,ABC Institute,2nd,Data Science,Whatsapp
LD3739,Surat,DEF Academy,2nd,AI,College Collaboration
LD3740,Surat,XYZ University,2nd,Data Science,Mass-Mailing
LD3741,Pune,ABC Institute,2nd,Data Science,LinkedIn
LD3742,Ahmedabad,PQR College,1st,Data Science,Google Form
LD3743,Ahmedabad,ABC Institute,2nd,Data Science,College Collaboration
LD3744,Surat,ABC Institute,1st,Data Science,College Collaboration
LD3745,Surat,PQR College,3rd,AI,Instagram
LD3746,Delhi,PQR College,1st,Data Science,Whatsapp
LD3747,Mumbai,PQR College,4th,Data Science,Mass-Mailing
LD3748,Surat,ABC Institute,3rd,Data Science,Whatsapp
LD3749,Surat,XYZ University,4th,AI,Google Form
LD3750,Pune,ABC Institute,3rd,AI,Mass-Mailing
LD3751,Delhi,XYZ University,1st,Robotics,College Collaboration
LD3752,Delhi,PQR College,2nd,Electric Vehicle,Google Form
LD3753,Mumbai,DEF Academy,1st,AI,College Collaboration
LD3754,Surat,XYZ University,2nd,Data Science,Mass-Mailing
LD3755,Pune,PQR College,4th,AI,Mass-Mailing
LD3756,Delhi,ABC Institute,3rd,Electric Vehicle,Google Form
LD3757,Mumbai,PQR College,3rd,AI,Whatsapp
LD3758,Pune,DEF Academy,3rd,AI,Mass-Mailing
LD3759,Ahmedabad,DEF Academy,3rd,Data Science,Google Form
LD3760,Pune,ABC Institute,3rd,Robotics,LinkedIn
LD3761,Mumbai,DEF Academy,1st,Data Science,Whatsapp
LD3762,Pune,XYZ University,3rd,Electric Vehicle,College Collaboration
LD3763,Ahmedabad,PQR College,4th,Robotics,Google Form
LD3764,Pune,PQR College,4th,Robotics,Whatsapp
LD3765,Pune,DEF Academy,4th,AI,College Collaboration
LD3766,Delhi,DEF Academy,4th,Robotics,LinkedIn
LD3767,Delhi,XYZ University,1st,AI,College Collaboration
LD3768,Surat,XYZ University,2nd,Robotics,Mass-Mailing
LD3769,Pune,ABC Institute,2nd,AI,Whatsapp
LD3770,Ahmedabad,ABC Institute,1st,AI,LinkedIn
LD3771,Mumbai,XYZ University,4th,Electric Vehicle,Instagram
LD3772,Pune,DEF Academy,1st,AI,LinkedIn
LD3773,Pune,ABC Institute,1st,Data Science,Whatsapp
LD3774,Surat,ABC Institute,3rd,AI,Instagram
LD3775,Mumbai,ABC Institute,2nd,Data Science,Whatsapp
LD3776,Mumbai,PQR College,3rd,AI,College Collaboration
LD3777,Surat,DEF Academy,2nd,Data Science,College Collaboration
LD3778,Ahmedabad,ABC Institute,2nd,Robotics,Instagram
LD3779,Ahmedabad,DEF Academy,3rd,Robotics,Instagram
LD3780,Surat,DEF Academy,1st,Robotics,Instagram
LD3781,Pune,XYZ University,4th,AI,College Collaboration
LD3782,Surat,PQR College,1st,AI,College Collaboration
LD3783,Surat,XYZ University,2nd,Electric Vehicle,Whatsapp
LD3784,Mumbai,PQR College,1st,AI,College Collaboration
LD3785,Ahmedabad,PQR College,3rd,Data Science,LinkedIn
LD3786,Delhi,PQR College,3rd,Robotics,Google Form
LD3787,Ahmedabad,ABC Institute,1st,Robotics,Google Form
LD3788,Pune,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD3789,Delhi,ABC Institute,3rd,Electric Vehicle,Instagram
LD3790,Mumbai,DEF Academy,2nd,Data Science,Whatsapp
LD3791,Mumbai,ABC Institute,3rd,AI,College Collaboration
LD3792,Mumbai,PQR College,2nd,Electric Vehicle,Google Form
LD3793,Surat,ABC Institute,1st,AI,Instagram
LD3794,Delhi,ABC Institute,2nd,Robotics,College Collaboration
LD3795,Delhi,DEF Academy,3rd,Data Science,Instagram
LD3796,Pune,ABC Institute,2nd,Data Science,Instagram
LD3797,Pune,XYZ University,4th,Data Science,College Collaboration
LD3798,Delhi,PQR College,3rd,Data Science,Google Form
LD3799,Mumbai,PQR College,3rd,Electric Vehicle,Instagram
LD3800,Surat,ABC Institute,3rd,Robotics,Google Form
LD3801,Delhi,DEF Academy,1st,Robotics,LinkedIn
LD3802,Pune,DEF Academy,4th,Robotics,Google Form
LD3803,Surat,ABC Institute,3rd,AI,Mass-Mailing
LD3804,Ahmedabad,ABC Institute,2nd,Data Science,Google Form
LD3805,Pune,ABC Institute,2nd,AI,Google Form
LD3806,Ahmedabad,DEF Academy,3rd,Robotics,Mass-Mailing
LD3807,Surat,DEF Academy,3rd,AI,Google Form
LD3808,Delhi,PQR College,4th,Robotics,Mass-Mailing
LD3809,Mumbai,PQR College,1st,Data Science,Mass-Mailing
LD3810,Surat,DEF Academy,1st,Data Science,LinkedIn
LD3811,Surat,ABC Institute,1st,Robotics,LinkedIn
LD3812,Pune,PQR College,2nd,Data Science,Whatsapp
LD3813,Mumbai,DEF Academy,1st,Electric Vehicle,Whatsapp
LD3814,Pune,XYZ University,1st,Electric Vehicle,LinkedIn
LD3815,Delhi,XYZ University,2nd,Electric Vehicle,Whatsapp
LD3816,Delhi,ABC Institute,2nd,Electric Vehicle,Instagram
LD3817,Ahmedabad,PQR College,1st,Robotics,LinkedIn
LD3818,Surat,XYZ University,1st,AI,Whatsapp
LD3819,Ahmedabad,PQR College,1st,Electric Vehicle,Instagram
LD3820,Mumbai,XYZ University,2nd,Electric Vehicle,Instagram
LD3821,Pune,XYZ University,4th,AI,LinkedIn
LD3822,Delhi,PQR College,4th,Robotics,Whatsapp
LD3823,Pune,ABC Institute,1st,Electric Vehicle,LinkedIn
LD3824,Pune,XYZ University,2nd,Electric Vehicle,Instagram
LD3825,Surat,ABC Institute,2nd,Robotics,College Collaboration
LD3826,Surat,ABC Institute,1st,AI,Whatsapp
LD3827,Mumbai,XYZ University,1st,AI,LinkedIn
LD3828,Mumbai,XYZ University,3rd,AI,College Collaboration
LD3829,Mumbai,ABC Institute,2nd,Robotics,Google Form
LD3830,Ahmedabad,ABC Institute,4th,Robotics,Instagram
LD3831,Ahmedabad,DEF Academy,4th,Data Science,LinkedIn
LD3832,Surat,ABC Institute,3rd,Robotics,College Collaboration
LD3833,Ahmedabad,XYZ University,4th,AI,LinkedIn
LD3834,Delhi,XYZ University,4th,AI,LinkedIn
LD3835,Surat,DEF Academy,2nd,AI,Google Form
LD3836,Pune,ABC Institute,4th,AI,Whatsapp
LD3837,Ahmedabad,DEF Academy,3rd,Robotics,Google Form
LD3838,Pune,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD3839,Delhi,DEF Academy,2nd,Robotics,Whatsapp
LD3840,Delhi,XYZ University,2nd,Electric Vehicle,Instagram
LD3841,Delhi,PQR College,4th,Data Science,Mass-Mailing
LD3842,Surat,ABC Institute,1st,Data Science,LinkedIn
LD3843,Mumbai,PQR College,3rd,Data Science,Whatsapp
LD3844,Surat,XYZ University,2nd,Robotics,Whatsapp
LD3845,Delhi,DEF Academy,1st,Electric Vehicle,Mass-Mailing
LD3846,Delhi,DEF Academy,4th,Data Science,Instagram
LD3847,Mumbai,XYZ University,4th,Data Science,Instagram
LD3848,Mumbai,ABC Institute,1st,Robotics,Instagram
LD3849,Surat,XYZ University,4th,Electric Vehicle,Google Form
LD3850,Surat,XYZ University,3rd,Data Science,Mass-Mailing
LD3851,Pune,ABC Institute,4th,Electric Vehicle,Google Form
LD3852,Surat,PQR College,3rd,Electric Vehicle,Google Form
LD3853,Pune,PQR College,1st,Robotics,Google Form
LD3854,Ahmedabad,DEF Academy,3rd,Data Science,College Collaboration
LD3855,Surat,ABC Institute,4th,Robotics,LinkedIn
LD3856,Ahmedabad,ABC Institute,4th,Robotics,Instagram
LD3857,Pune,PQR College,1st,Data Science,College Collaboration
LD3858,Mumbai,XYZ University,2nd,Robotics,College Collaboration
LD3859,Mumbai,XYZ University,2nd,AI,College Collaboration
LD3860,Surat,XYZ University,2nd,AI,LinkedIn
LD3861,Delhi,DEF Academy,4th,Electric Vehicle,Instagram
LD3862,Mumbai,ABC Institute,1st,AI,College Collaboration
LD3863,Surat,ABC Institute,2nd,Robotics,College Collaboration
LD3864,Mumbai,PQR College,3rd,AI,Instagram
LD3865,Pune,ABC Institute,4th,Electric Vehicle,College Collaboration
LD3866,Pune,DEF Academy,1st,Robotics,Instagram
LD3867,Surat,PQR College,4th,Electric Vehicle,LinkedIn
LD3868,Surat,DEF Academy,3rd,Robotics,Instagram
LD3869,Ahmedabad,PQR College,1st,AI,Whatsapp
LD3870,Delhi,PQR College,3rd,Data Science,College Collaboration
LD3871,Delhi,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD3872,Surat,XYZ University,4th,AI,Google Form
LD3873,Delhi,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD3874,Delhi,PQR College,1st,AI,Whatsapp
LD3875,Delhi,PQR College,4th,Data Science,Google Form
LD3876,Ahmedabad,PQR College,2nd,Robotics,Mass-Mailing
LD3877,Ahmedabad,XYZ University,1st,Data Science,College Collaboration
LD3878,Pune,DEF Academy,1st,Data Science,Instagram
LD3879,Mumbai,ABC Institute,3rd,Robotics,Whatsapp
LD3880,Delhi,DEF Academy,3rd,Electric Vehicle,Instagram
LD3881,Surat,ABC Institute,1st,Robotics,Whatsapp
LD3882,Surat,PQR College,2nd,Data Science,Whatsapp
LD3883,Ahmedabad,PQR College,4th,Electric Vehicle,Google Form
LD3884,Delhi,DEF Academy,4th,AI,Google Form
LD3885,Delhi,PQR College,2nd,Electric Vehicle,College Collaboration
LD3886,Delhi,DEF Academy,2nd,Data Science,Instagram
LD3887,Mumbai,DEF Academy,1st,Data Science,LinkedIn
LD3888,Pune,DEF Academy,1st,AI,Whatsapp
